Source,Type,Text Content,Figure Number,Image Key,Image URL,Image Description
MMD,Text,"Mostly medium sized bees but ranging from 6 to 16 mm. Common; over 500 species in our area, inasl
many locally abundant. Many species are oligolectic. Common host-plant families in North w
America include Asteraceae, Brassicaceae, Cornaceae, Cucurbitaceae, Ericaceae, Fabaceae, VU
Hydrophyllaceae, Malvaceae, Onagraceae, Portulacaceae, Salicaceae and Solanaceae (Larkin et",NA,NA,NA,NA
MMD,Text,"al. 2008). Primarily Holarctic plus Africa. In North America common in temperate regions south ~
to the Mexican plateau and beyond; rare in tropics south to Panama. Keys to the subgenera: ~
LaBerge (1964, 1986), Michener, 2007. Revisions by subgenus (see titles of papers in Literature SJ
cited): Bouseman and LaBerge (1979); Donovan (1977); LaBerge (1967, 1969, 1971a,b, 1973,",NA,NA,NA,NA
MMD,Text,"1977, 1980, 1986, 1987, 1989b); LaBerge and Bouseman (1970); LaBerge and Ribble (1972, ~
1975); LaBerge and Thorp, (2005); Linsley et al. (1973); Ribble (1967, 1968a,b, 1974); Thorp ~
(1969); Thorp and LaBerge, (2005). Dubitzky et al. (2010) provides a phylogenetic analysis of ww
Andrena based on morphology. A recent phylogenetic study by Pisanty et al. (2021) indicates Ww",NA,NA,NA,NA
MMD,Text,"that many of the currently recognized subgenera are paraphyletic, however the keys and
revisions mentioned above are still useful for species identifications (couplets 459, 474, and ~
193) w",NA,NA,NA,NA
MMD,Text,"_
_
~~
~~
~~
_—

Ly The great majority of species have three submarginal cells (couplets 45 and 47) but two

~ subgenera (Parandrena and Diandrena) and scattered species in other subgenera have only two

~ submarginal cells (couplet 193).
3. Megandrena Cockerell: Similar to large nonmetallic Andrena with apical metasomal hair",NA,NA,NA,NA
MMD,Text,"~ bands; metasoma sometimes red. Large bees (12-16 mm). Rare; deserts of Nevada, Arizona,

cd southern California, and probably northwestern Mexico. One species, M. mentzeliae, is a

ww specialist on Mentzelia (Loasaceae) (Zavortink 1972) and the other, M. enceliae, is thought to be",NA,NA,NA,NA
MMD,Text,"oe a specialist on Larrea (Zygophyllaceae) (Michener 2007). See Zavortink (1972) for additional
notes on the biology. (couplets 45° and 462).

ww Oxaeinae

~ Oxaeines are large, fast-flying bees. Common features include a greatly reduced stigma,

Ww elongate, slender marginal cell, and strongly protuberant clypeus; males have holoptic eyes that",NA,NA,NA,NA
MMD,Text,"w converge strongly above. Due to their distinctive morphology and biology, oxaeines were
considered a separate family (Oxaeidae) in the past. For a recent generic and subgeneric revision

~ of Oxaeinae, see Engel (2015). For a revision of North American species see Hurd & Linsley

~ (1976).",NA,NA,NA,NA
MMD,Text,"~ (1976).

Ww 4, Mesoxaea Hurd and Linsley: Large to very large (13-24 mm), hairy, apiform or euceriform;
head and mesosoma black, terga sometimes feebly metallic, without colored bands. Uncommon.

~ Ranges from Chiapas, Mexico, to Louisiana, Texas, and southern Arizona, USA, but largely

- absent from the Mexican plateau. Distinguished from Protoxaea by the deeply emarginate apex",NA,NA,NA,NA
MMD,Text,"ow of S8 (in males) and the conspicuous lateral tufts of long white hair on TS (female) and T6
(male). Revision: Hurd and Linsley (1976).

= 5. Oxaea Klug: Large to very large (19-26 mm), hairy, apiform or euceriform, with metasomal

w terga or bands on terga bright green. The only other large bees with green bands are some species",NA,NA,NA,NA
MMD,Text,"wy of Nomia; the bands in Nomia are not brilliant metallic but rather pearly, and Nomia has a
distinct stigma. Rare. Lowland tropics from southern Brazil to Veracruz, Mexico. Revision:

~ None, but see Hurd and Linsley (1976). (couplet 94)",NA,NA,NA,NA
MMD,Text,"i 6. Protoxaea Cockerell and Porter: Large (14-22 mm), hairy, apiform or euceriform [Figs. 430
and 431] head and mesosoma black, terga weakly metallic, without colored bands, uncommon

~ but sometimes locally abundant; occurs from Puebla, Morelos, and Guerrero, Mexico, north to

~ Arizona, New Mexico, and Texas, USA. Distinguished from Mesoxaea based on the shape of the",NA,NA,NA,NA
MMD,Text,"ww male S8 (entire, not emarginate) and the less developed lateral tufts of hair on T5 (in females)
and T6 (in males), which are rather brown-yellow and not white. Revision: Hurd and Linsley

~ (1976).

- Panurginae: Calliopsini",NA,NA,NA,NA
MMD,Text,"7. Calliopsis Smith: Mainly small (4-12 mm) andreniform bees [Figs. 425 and 426], usually
with either yellow integumental tergal bands or hair bands; mesosoma and metasoma dorso- ~
ventrally flattened, metasoma occasionally red; face usually with yellow or white markings; male ~
genitalia with greatly enlarged penis valves and with gonostyli absent or essentially so (no other Ww",NA,NA,NA,NA
MMD,Text,"bees in our area have genitalia of this style). Moderately common, especially in western USA.
Southern Canada, throughout U.S.A. and Mexico to Central and South America. Widespread in ~
temperate areas but most common in warm, xeric areas. Nearly all species are oligolectic, most ~
commonly on Asteraceae, Euphorbiaceae or Fabaceae, but also on Boraginaceae, Brassicaceae, ww",NA,NA,NA,NA
MMD,Text,"Capparidaceae, Lamiaceae, Malvaceae, Papaveraceae, Rosaceae, Solanaceae, Verbenaceae or ‘oe
Zygophyllaceae. Our species previously split into three genera: Calliopsis (with Calliopsima,
Perissander and Verbenapis); Nomadopsis (with Micronomadopsis); and Hypomacrotera. ~
Michener 2007 (p. 309) provides a key to the subgenera. Revisions: Rozen (1958) for the ~",NA,NA,NA,NA
MMD,Text,"subgenera Macronomadopsis Rozen, Micronomadopsis Rozen, and Nomadopsis Ashmead; Ww
Shinn (1967) for the subgenera Calliopsima Shinn, Calliopsis Smith s.str., Perissander
Michener, and Verbenapis Cockerell and Atkins; Danforth (1994) for the subgenus ~
Hypomacrotera Cockerell and Porter. (couplet 228). ~
Panurginae: Panurgini ~",NA,NA,NA,NA
MMD,Text,"Panurginae: Panurgini ~
8. Panurginus Nylander (=Greeleyella Cockerell): Small, slender, black, andreniform, sparsely VY
hairy, the male almost hylaeiform and often with yellow clypeus. Easily recognized among
North American panurgines by first recurrent vein meeting first transverse cubital. Uncommon in ~",NA,NA,NA,NA
MMD,Text,"western North America, rare in east (with just three species east of the Mississippi); southern ad
Canada, USA, and northern Mexico. Floral host preferences poorly known. Some species are w
polylectic but others oligolectic on Limnanthaceae, Malvaceae, Ranunculaceae, Rhamnaceae or
Rosaceae. Recent phylogenetic studies suggest the New World Panurginus may be generically ~",NA,NA,NA,NA
MMD,Text,"distinct from the Old World species, in which case the genus for the New World species will ~
become Greeleyella Cockerell. Revisions: Crawford (1926); Michener (1935), one group of Ww
species. (couplet 229) U
Panurginae: Perditini Y
A short, truncate marginal cell is characteristic of most Perditini (see couplet 173 and Fig. 306)",NA,NA,NA,NA
MMD,Text,"and is unique among nonparasitic bees (but note that in some Macrotera, the marginal cell ~
resembles that of some Protandrena [Heterosarus]). Macrotera and Pseudomacrotera were =
previously included in Perdita. w
9. Macrotera Smith: Very small to medium, but mainly small (3-10 mm); andreniform; black ~
with reddish metasoma in most species; non-metallic. Locally common; distributed from North ~",NA,NA,NA,NA
MMD,Text,"Dakota, southward and westward through Utah, Colorado, Arizona, New Mexico, Texas, and ~
southern California to Puebla, Mexico. Males in Macrotera show extreme head allometry such ww
that larger males have massively expanded, quadrate heads. Some species exhibit male
dimorphism: small, flight-capable males can be collected on flowers, but flightless, large-headed ~
ww
~~
~~",NA,NA,NA,NA
MMD,Text,"oe males are only found within the nest (Danforth 1991). Macrotera was originally treated as part of
~ Perdita but phylogenetic studies based on morphology (Danforth 1996) suggested that they
~ constitute a distinct group sister to Perdita sensu stricto. Macrotera (including the subgenera
we Cockerellula, Macrotera, Macroteropsis and Macroterella) was elevated to generic level by",NA,NA,NA,NA
MMD,Text,"Michener (2007). Many species oligolectic on either Malvaceae or Cactaceae. Revision:
~ Danforth (1996).
vY 10. Perdita Smith: Very small to medium (2-9 mm) but mainly small; andreniform [Figs. 428
and 429]; black to metallic blue or green, commonly with extensive yellow or white markings,
~ metasoma or whole body sometimes entirely yellow, red, or white Widespread in temperate",NA,NA,NA,NA
MMD,Text,"~ region, particularly in plains and deserts, uncommon in humid regions. An enormous group of
e over 630 described species. Southern Canada to Costa Rica. Most abundant and diverse in
southwestern US and northern Mexico, absent in Caribbean except one species from Hispaniola
~ (Ascher and Engel, 2012). Nearly all species are oligolectic, involving many different plant",NA,NA,NA,NA
MMD,Text,"~ families including (in rank order of importance) Asteraceae, Fabaceae, Polygonaceae,
wow Euphorbiaceae, Boraginaceae, Loasaceae, Hydrophyllaceae, Solanaceae, Zygophyllaceae, and
Brassicaceae. Revisions: Timberlake (1954, 1956, 1958, 1960, 1962, 1964, 1968, 1971, 1980b);
~ Griswold and Miller (2010), subgenus Xerophasma; Portman et al. (2016), Heteroperdita;",NA,NA,NA,NA
MMD,Text,"~ Portman and Griswold (2017), Procockerellia; Griswold and Parker (1988), Mentzelia group.
~ (couplets 91 and 174)
wy The vast majority of species have two submarginal cells and therefore run to 174 in the key; but
some species of subgenus Procockerellia and all species of subgenus Xerophasma have a small
~ intercalary cell and thus three submarginal cells. They come out at couplet 91.",NA,NA,NA,NA
MMD,Text,"11. Pseudomacrotera Timberlake: Small (6-8 mm); andreniform; dark thorax and dark reddish
~ abdomen similar to the larger members of the genus Macrotera (length 5-7.5mm). Head and
heal thorax tinged with subtle dark metallic blue or green, unlike those of Macrotera. S6 of the male
w is inflated and protruding. Males exhibit enormous variation in head size, as in Macrotera. The",NA,NA,NA,NA
MMD,Text,"wy single species (Pseudomacrotera turgiceps (Timberlake)) occurs in the deserts of the
southwestern US (Arizona, California, Nevada and Utah, USA) and Baja California, Mexico.
~ Specimens have been collected on diverse plant families in southern California. This group was
w originally included in Perdita but recent phylogenetic studies (Bossert et al. 2021) indicate that",NA,NA,NA,NA
MMD,Text,"wo Pseudomacrotera is a distinct lineage. (couplet ##)
“ Panurginae: Protandrenini
12. Protandrena Cockerell: Small to medium (4-12 mm), andreniform, usually black but
~ sometimes red, metallic blue or mesosoma or metasoma maculate; males, and sometimes
~ females, usually with extensive facial maculae. Most with two submarginal cells but three in",NA,NA,NA,NA
MMD,Text,"w Protandrena s. str. Some males in subgenera Heterosarus and Prerosarus lack the usual andrenid
i outer subantennal sulcus. Widespread in temperate areas, occurring from southern Canada to
Panama, most abundant and diverse in arid regions of southwestern USA and northern Mexico,
~ but rare in humid tropics. As currently defined, Protandrena is a strictly North American group.",NA,NA,NA,NA
MMD,Text,"Currently absent from the Caribbean but represented by a Miocene fossil from the Dominican
Republic (Rozen 1996). Many species are oligolectic with all species of Pterosarus and ~
Pseudopanurgus s. str. oligolectic on Asteraceae, and the lone species of Anthemurgus and ~
Metapsaenythia oligolectic on Passifloraceae and Lamiaceae, respectively. Some Heterosarus Ww",NA,NA,NA,NA
MMD,Text,"are oligolectic on Asteraceae Euphorbiaceae, Rhamnaceae or Rubiaceae, but floral hosts are VY
unknown for most species. Similarly, some Protandrena s. str. are polylectic while a few are
oligolectic on Amaranthaceae, Asteraceae, Euphorbiaceae, or Lamiaceae but floral hosts are ~
unknown for most species. Some of the polylectic species are vibratile pollen collectors. w",NA,NA,NA,NA
MMD,Text,"Previously usually treated either as two genera; with Protandrena for the North American w
protandrenines with three submarginals (plus Metapsaenythia) and Pseudopanurgus for the
remaining North American protandrenines with two submarginal cells (Mitchell 1960) or ~
alternatively as an expanded Protandrena including all the North American protandrenines ~",NA,NA,NA,NA
MMD,Text,"except Anthemurgus and Pseudopanurgus s. str. (Michener 2007). Revisions: Michener (1952), VY
Ruz (1990), Timberlake (1967, 1969, 1973, 1975, 1976).
Key to the subgenera of Protandrena (1/19/2022; provided by Jack and Silas) ~
a. Three submarginal Cells... ccsesesseseessseseseeeeseseseeeeteeesesesnssssesessssesesseseseeeesesrotandrena S. str. U",NA,NA,NA,NA
MMD,Text,"— Two submargimal cells... ccecsesessssesessesssesesesesesseseseseeeseseseesescsesucscssseessscsessscstsesssesstsesssssssasesensD
b(a). Base of propodeal triangle (metapostnotum) hairy, at least laterally ........c.ccceseseseeseseseesesene’ Y
— Base of propodeal triangle (metapostnotum) glabrous ........c.csseseeseesesteseeteseesssssesstsesstsesseeeseerne YU",NA,NA,NA,NA
MMD,Text,"c(b). Glossa short, about half as long as prementum; length of first segment of labial palpus less ~
than half sum of segments 2-4; metasoma black ............ ss esseesseeessesseeseeseessesseeeeseeseese Anthemurgus aa
— Glossa about as long as prementum; length first segment of labial palpus about as long as sum Y",NA,NA,NA,NA
MMD,Text,"of segments 2-4; metasoma red or red-marked..........ssessesseeeeeeseeseeeeeseeseeseesses: Metapsaenythia w
d(b). 13 antennal segments (Males) ........cccccsesessseeseseseecsccssscsesssscscscscscsusaeevsvsssacsversesavevsesetacatseeseees® ~
— 12 antennal segments (females) ...........cccsscssecsessssessessesseessssssessecseesuesssessecseesseeneesnesatesesssseessesseea w",NA,NA,NA,NA
MMD,Text,"e(d). Omaulus sharp, at least dorsally; hind tibia with strong, untoothed carina ...Pseudopanurgus ~
— Omaulus absent, area smoothly curved; hind tibia with upper margin with toothed or serrate ~
Carina, at least at DAS... cececesesesesssesesesesescsscscsescsescscscscscscsvscscscscscecacsvevavavavavacacacatatateseseceeseceee £ ed",NA,NA,NA,NA
MMD,Text,"f(e). Scutum with punctures well marked, many of them separated by spaces greater than their
diameters; mid-apical emargination of S6 narrow, deep ........ccccsceesessesessessesessessessesesvesees PLEFOSATUS ~
— Scutum with punctures very small, homogeneous, usually dense; mid-apical emargination of ~",NA,NA,NA,NA
MMD,Text,"S6 broader, V-shaped... eeseeseessessessessesseseesessssssesseeseesecsessscsesseesecsesssssesseessessesseesee tL @fErOSQrUS ww
g(d). Tibial scopal hairs simple ........cceecessssesesseseeseetssesessesseseeseescsesneseseessseesesseseeseseeset1@ferOSArUS ~
— Tibial scopal hairs branched ........cceccsessssssesescssesesescscsesscsssecesecsesesecsessacscsvsusacavsesasacaeavansecseaveeedl] ~
~~",NA,NA,NA,NA
MMD,Text,"~~
h(g). Fore-coxae with well-developed hairy apical spine, punctuation usually coarse )
ssseseeseneseeeseseeesesessesesessensnsssseeneneseeseneusacaesasisassesesnsasasteseeaeesessesesssnesessssssssssssessscsessesssdS CUGOPANUTQUS
— Fore-coxae without hairy apical spine, punctation finer Pterosarus ~
a
wa
~~
—_",NA,NA,NA,NA
MMD,Text,"~ Family Apidae

~ Glossa long, with flabellum (Michener and Brooks 1984). Labial palpus with first two segments

ov long, flattened, sheathlike, in striking contrast to last two segments, which are small and directed
laterally (rarely third segment also flattened). Mentum elongate, sclerotized, tapering basally;",NA,NA,NA,NA
MMD,Text,"~ lorum Y-shaped or V-shaped, basal arms slender; mentum and lorum forming long lobe

a projecting behind proboscis when proboscis is folded. One subantennal suture. Facial foveae

hs absent or weakly developed. Labrum usually broader than long; if not, narrowed basally to short
articulation with clypeus. Usually three submarginal cells, uncommonly two or even one; if two,",NA,NA,NA,NA
MMD,Text,"~ second usually much shorter than first. Scopa, except when absent, on hind tibia; forming a

aaa corbicula in certain tribes. Pygidial plate usually present at least in female.

~ NOTES ON THE BIOLOGY, PHYLOGENY, AND CLASSIFICATION. Apidae is the largest

~ family of bees and includes enormously diverse taxa in terms of morphology, life history, host-",NA,NA,NA,NA
MMD,Text,"ww plant associations, and sociality. Like most bee families, Apidae is composed primarily of

vw solitary, ground-nesting bees but also includes a large proportion of brood parasites (in fact the
largest of any bee family [around 25%]), many cooperatively breeding bees (in the subfamily

~ Xylocopinae), and many primitively and advanced eusocial groups (including bumble bees",NA,NA,NA,NA
MMD,Text,"- [Bombini], stingless bees [Meliponini] and honey bees [Apini]). There are stem and cavity

a nesters, wood-nesters, above-ground builders and ground-nesting bees (Danforth et al. 2019).
They range from broadly polylectic (e.g., honey bees) to narrow host-plants specialists (e.g.,

~ members of the tribe Emphorini). A large proportion of the “oil bees” are in this family. Higher-",NA,NA,NA,NA
MMD,Text,"~ level classification was revised recently by Bossert et al. (2019). Sless et al. (2021) analyzed

~ phylogenetic relationships among tribes and genera in Nomadinae, Freitas et al. (2020) analyzed

v phylogenetic relationships among the tribes and genera of Eucerinae, and Rehan et al. (2012)
analyzed phylogenetic relationship among tribes of Xylocopinae. We follow these studies in our",NA,NA,NA,NA
MMD,Text,"~ classification of North and Central American bees (Table 2-1). Taxonomic treatments at the

~ tribal and subfamily levels include Brooks (1988) for Anthophorini; Snelling (1984) for

‘oe Centridini; Snelling and Brooks (1985) for Ericrocidini; Moure and Michener (1955) for
neotropical Eucerini; LaBerge (1957) for Eucerini; Linsley (1939) for Melectini; Roig-Alsina",NA,NA,NA,NA
MMD,Text,"~ (1989) for Osirini; Rightmyer (2004) for Epeolini; Linsley and Michener (1939) and Roig-Alsina

= (1991) for Nomadinae.

Anthophorinae: Anthophorini
See Dubitzky (2007) for an analysis of anthophorine phylogeny and historical biogeography ~
based on adult morphology. WU",NA,NA,NA,NA
MMD,Text,"13. Anthophora Latreille: Small to large, anthophoriform [Figs. 473 and 474], robust, hairy, ~
with or without tergal hair bands and sometimes with white or yellowish tergal integumental bd
bands, whole metasoma sometimes covered with pale hair. Often with yellow or pale maculation w
on clypeus, scape and/or paraocular area. Most species polylectic but some oligolectic on w",NA,NA,NA,NA
MMD,Text,"Asteraceae; some with modified clypeal hairs with preference for Lamiaceae. Nests excavated in
soil, some with turreted entrances. Common in western USA, rare elsewhere. Boreal, southward ~
throughout USA, Antilles, and Mexico to Honduras; rare or absent in tropics (cosmopolitan ~
except Australia). Revision: Brooks (1983), subgenus Melea as the bomboides group; Orr et al. Ww",NA,NA,NA,NA
MMD,Text,"(2018), subgenus Micranthophora. (couplet 118)",NA,NA,NA,NA
MMD,Text,"14. Deltoptila LaBerge and Michener: Moderate-sized to large anthophoriform, hairy, baa
resembling Anthophora but with unusually protuberant clypeus and long proboscis. Uncommon. w/
Moderate to high altitudes, Nuevo Leon and Durango south to Costa Rica. Revision: LaBerge UY
and Michener (1963). (couplet 119)",NA,NA,NA,NA
MMD,Text,"15. Habropoda Smith: Moderate-sized to rather large, anthophoriform, exactly resembling —
Anthophora species in general aspect. Not uncommon in western North America, rare elsewhere. VU
One species, Habropoda laboriosa, is an important pollinator of blueberries (Vaccinium) in the
Southeastern United States and can be locally common. Nests excavated in soil. USA from ~",NA,NA,NA,NA
MMD,Text,"Rocky Mountain states to Pacific states and Baja California, south in Mexico to Oaxaca; also ~
Illinois to New England south to Texas and Florida. Revision: None. (couplet 119) w
American species of this genus have usually been placed in Emphoropsis Ashmead; Brooks
(1988) has shown that Emphoropsis is a synonym of Habropoda. ~
Apinae: Apini ~",NA,NA,NA,NA
MMD,Text,"16. Apis Linnaeus: Moderate-sized, apiform [Figs. 506 and 507], black, usually with amber or ed
yellowish areas on metasoma. Apis can be distinguished from all other genera in our area based Ww
on the combination of hairy eyes and absence of hind tibial spurs [Fig. 54]. Abundant; one
species in our area, the introduced honey bee, Apis mellifera Linnaeus. Ubiquitous, tropics north ~",NA,NA,NA,NA
MMD,Text,"far into Canada. Formerly rare in lowland moist tropical America, but introduction of the African al
subspecies A. mellifera scutellata has resulted in abundance of Apis mellifera in both tropical and W
temperate regions (now cosmopolitan; originally palearctic, oriental, and African). Highly
eusocial; nests in cavities in trees, in soil, in man-made hives, and so forth; occasionally combs ~",NA,NA,NA,NA
MMD,Text,"of cells hang in the open. (couplet 13) ~
Apinae: Bombini e)",NA,NA,NA,NA
MMD,Text,"~~
—

~ 17. Bombus Latreille: Moderate-sized to very large (queens), bombiform [Figs. 508 and 509];

~ vestiture black, mostly yellow, or usually black with areas of yellow, red, or white. In temperate

~ America none are all black. Common in mesic temperate and especially cool temperate habitats,",NA,NA,NA,NA
MMD,Text,"Ww uncommon or rare in deserts and tropics. Arctic, south throughout Canada, USA, Mexico, and on
to South America (holarctic and neotropical). Most species are eusocial, nesting in colonies of

~ hundreds of workers inhabiting hollows in soil, rodent or bird nests, and so forth. One group

bead (subgenus Psythirus) are social parasites of free-living Bombus, and a single species of the",NA,NA,NA,NA
MMD,Text,"ww subgenus A/pinobombus is parasitic as well (Milliron & Oliver 1966, Brasero et al. 2018).

vw Revisions: Labougle (1990), Mexican species; Labougle, Ito, and Okazawa (1985), species of
Chiapas and Guatemala; Williams et al. (2014) provide illustrated identification keys to the

_ subgenera and species of North America north of Mexico. Williams has also made available an",NA,NA,NA,NA
MMD,Text,"ww online key to female bumble bees of the world. (couplet 24)

~ Apinae: Centridini

es Martins & Melo (2016) provided a phylogenetic analysis of Centridini.

es 18. Centris Fabricius: Moderate-sized to large (10-30mm), anthophoriform [Figs. 475 and 476],

~ hind legs of both sexes with longer and denser hairs than in Anthophora; metasoma sometimes",NA,NA,NA,NA
MMD,Text,"w red, sometimes weakly metallic bluish or greenish, and sometimes with yellow tergal bands or

Ww lateral spots. Males in some species are metandric, showing strong allometry with large males
differing greatly in appearance from smaller males of the same species. Common in tropics and

~ southwestern deserts, elsewhere uncommon or rare. Neotropics north through Mexico and as far",NA,NA,NA,NA
MMD,Text,"~ as central California and Kansas; also present in Antilles and Florida. Most species in our area

wo are oil collectors associated with Krameria and species of Malpighiaceae. Oil-collecting females
have combs of specialized setae on the fore- and mid-basitarsi used to harvest the oils which are",NA,NA,NA,NA
MMD,Text,"~ transported in the scopal hairs of the legs. Oils are used to line the brood cells and and in some

baad cases are mixed with pollen to form the larval provisions but other oil-collectors add only nectar",NA,NA,NA,NA
MMD,Text,"ww to the provisions. Most species excavate nests in the soil but some use preexisting holes in wood
or in old Sceliphron nests; others nest in termite nests (subgenus Ptilotopus). Revisions: Snelling

~ (1966c, 1974, 1984); Ayala (1999). Michener (2007) provides a key to subgenera. (couplet 107).

~ The generic name Hemisia Klug has been used in place of Centris.",NA,NA,NA,NA
MMD,Text,"K/ 19. Epicharis Klug: Large, euceriform or anthophoriform, hairy, similar in appearance to
Centris; metasoma sometimes reddish, sometimes with yellow integumental bands. Uncommon.

~ Neotropical, ranging through tropical parts of Mexico north to Tamaulipas and Nayarit. All

~ species excavate nests in the ground. All female Epicharis are floral oil collectors and have tarsal",NA,NA,NA,NA
MMD,Text,"ww arrays of modified setae similar to those in Centris. Pollen preferences poorly known for most
species but some with high proportion of Malpighiaceae pollen in diet. Revision: Snelling

~ (1984). Michener (2007) provides a key to subgenera . (couplet 106)

Y Apinae: Euglossini

~ Euglossine bees are a strictly New World group of solitary (Eulaema and Eufriesea), weakly",NA,NA,NA,NA
MMD,Text,"~ social (Euglossa), and brood parasitic (Aglae and Exaerete) species. Males collect volatile",NA,NA,NA,NA
MMD,Text,"compounds, often from orchids, for use in mating. Males have a variety of specializations of the
fore, mid and hindlegs for the collection, manipulation, storage and dispersal of these ~
compounds. Mouthparts typically greatly elongate. Males can be easily collected using odor ~
baits but females are much harder to collect. Recent phylogenetic studies include Ramirez et al. Ww",NA,NA,NA,NA
MMD,Text,"(2010) and Bossert et al. (2019). Roubik & Hanson (2004) provides an illustrated field guide
with keys to the genera and species of Mexico and Central America. ~",NA,NA,NA,NA
MMD,Text,"20. Aglae Lepeletier and Serville: Large, metallic blue, more elongate than other Euglossini Y
[Fig. 510]; hind tibia of female slender, straight, without corbicula; scutellum flat, posteriorly YU
truncate. Brood parasites in nests of Eulaema [see Bossert et al. 2019]. Very rare; one species, A.
caerulea Lepeletier and Serville. South America north to Panama. (couplet 21) ~",NA,NA,NA,NA
MMD,Text,"21. Eufriesea Cockerell: Large, anthophoriform [Fig. 511], hairy; at least face slightly metallic, YU
one Mexican species has whole body bright green or blue. Rare or uncommon. Widespread in
American tropics including tropical and subtropical Mexico, north to Chihuahua and San Luis ~
Potosi. Reported from western Texas and adjacent New Mexico but perhaps only a vagrant v",NA,NA,NA,NA
MMD,Text,"(Griswold et al. 2015). Nests of bark and resin in large cavities in trees or rocks. Revision: Ww
Kimsey (1982). (couplet 23)",NA,NA,NA,NA
MMD,Text,"A well-known synonym is Euplusia Moure. ~

22. Euglossa Latreille: Moderate-sized to large, anthophoriform [Figs. 512 and 513], brilliant ~
metallic green or, less commonly, blue, purple, or coppery; proboscis in repose reaching to or VU
beyond metasoma. Not uncommon. Widespread in American tropics, including tropics of",NA,NA,NA,NA
MMD,Text,"Mexico to Tamaulipas and Sonora; also Jamaica. One species, Euglossa dilemma, was ~
introduced to Florida and seems locally common (Pascarella 2017). Resin nests in constructed ~
large cavities in banks or trees or on leaves or twigs. Revisions: Moure (1969, 1970); Dressler ww
(1978). (couplet 22)

—",NA,NA,NA,NA
MMD,Text,"—

23. Eulaema Lepeletier: Large to very large, bombiform [Fig. 514], nonmetallic or metasoma ~
weakly metallic, hairy. Uncommon. Widespread in American tropics, north through tropical Ww
Mexico to Tamaulipas and Sonora, one old record for southernmost Texas. Nests in large ww
cavities in banks or trees. Revisions: Moure (1963); Dressler (1979). (couplet 23)",NA,NA,NA,NA
MMD,Text,"24. Exaerete Hoffmannsegg: Large, euceriform [Fig. 515] but without scopa, uniformly brilliant ~
green or purple. Rare. Widespread in American tropics, in Mexico north to Hidalgo and Nayarit. ww
Brood parasites in nests of Eufriesea and Eulaema. Revisions: Moure (1964); Kimsey (1979).",NA,NA,NA,NA
MMD,Text,"(couplet 21) ~
~
Apinae: Meliponini Y
The tribe Meliponini includes advanced eusocial bees that are most abundant and diverse in the ~
tropical regions of the world. All members of the tribe Meliponini would be described as ~
“trigoniform”. Phylogenetic relationships were most recently analyzed by Rasmussen & ')",NA,NA,NA,NA
MMD,Text,"Cameron (2010). Griiter (2020) provides an excellent overview of stingless bee diversity,
behavior, biology, and evolution, as well as an updated generic and subgeneric classification. ~
~~
wa
a
~~",NA,NA,NA,NA
MMD,Text,"~ 25. Aparatrigona Moure: Small (4.5-5 mm), black with conspicuous yellow to white markings

~ on face. Rare; tropical. Form small colonies with as many as a few hundred workers; nests are

we built exclusively in active termite nests (Roubik 1983). Revision: Camargo & Moure (1994)
recognized two species; Aparatrigona refers to a single species in our area (Aparatrigona",NA,NA,NA,NA
MMD,Text,"~ isopterophila) which occurs in Panama (couplet ## in the Key to Genera of Meliponini)

iw 26. Cephalotrigona Schwarz: Moderate-sized (6-10mm), black or with metasoma red.

- Uncommon. Tropical, ranging north to Jalisco and Tamaulipas. Form colonies of hundreds or a
few thousand workers; nest in cavities in tree trunks. Revisions: Schwarz (1948, 1949); Ayala",NA,NA,NA,NA
MMD,Text,"~ (1999). (couplet ## in the Key to Genera of Meliponini)

vw 27. Dolichotrigona Moure: Minute (3-4 mm in length), dark brown. Uncommon. This tropical
genus refers to a single species in our area (Dolichotrigona schulthessi), ranging from Panama to

~ southern Mexico (Chiapas); nests unknown (probably like those of Trigonisca, to which",NA,NA,NA,NA
MMD,Text,"~ Dolichotrigona is related). These bees are attracted to perspiration and can be irritating because

w of their tendency to fly into eyes, ears, and the nose of humans (Camargo & Pedro 2005).
Revision: Camargo & Pedro (2005) provide key to species. (couplet ## in the Key to Genera of

~ Meliponini)

w 28. Frieseomelitta \hering: Treated as a subgenus of Trigona in Michener (2007). Small (4.0 to",NA,NA,NA,NA
MMD,Text,"wy 6.5 mm), slender, delicate-looking species; labial palpus of the worker possesses many large,
sinuous setae (illustrated in Michener 2007). A unique feature of this group (relative to other

~ American genera) is the arrangement of brood cells into clusters rather than combs (Michener

~ 2007). Ranges as far north as Sinaloa and Veracruz, Mexico (extends southward into Brazil).",NA,NA,NA,NA
MMD,Text,"wv Revision: ?? (couplet ## in the Key to Genera of Meliponini)

~ 29. Geotrigona Moure: Treated as a subgenus of Trigona in Michener (2007). Small (5.0 to 6.5

™ mm in length), robust, short-legged, typically black or dark brown species with a broad",NA,NA,NA,NA
MMD,Text,"ww metasoma; superficially resemble some of the black species of Partamona, Scaptotrigona, and
Trigona s.s. Most species nest in cavities in the ground. Rare/common? Ranges northward to

~ Michoacan, Mexico (extends southward into Argentina). Revision: Camargo & Moure (1996)

~ (couplet ## in the Key to Genera of Meliponini)",NA,NA,NA,NA
